Genes,GSM844492,GSM844495,GSM844497,GSM844499,GSM844501,GSM844503,GSM844505,GSM844507,GSM844521,GSM844522,GSM844523,GSM844524,med_value
CD226,-8.06E-09,-1.13E-08,-1.38E-09,-8.29E-09,-1.91E-08,1.58E-08,2.13E-08,3.51E-09,-1.24E-08,-3.97E-11,-3.02E-08,-8.84E-09,-8.175E-09
IK,4.74E-08,-1.03E-08,-5.40E-09,-3.22E-08,2.82E-08,-6.17E-08,-6.09E-09,-2.82E-08,-5.37E-08,-1.77E-08,2.23E-08,3.24E-08,-8.195E-09
NPLOC4,3.19E-08,-7.49E-09,-1.55E-08,3.80E-08,-3.36E-08,-6.89E-09,8.37E-09,-1.56E-08,-8.92E-09,-6.25E-09,-1.03E-08,-1.29E-08,-8.205E-09
NDUFB2,-1.71E-08,-1.08E-08,-9.56E-10,-1.38E-08,-6.70E-09,-1.43E-08,1.77E-09,-2.61E-09,-6.65E-09,-9.76E-09,2.35E-08,-2.82E-08,-8.23E-09
ARL6IP4,1.87E-08,1.61E-08,9.14E-09,-1.48E-08,-1.65E-08,-1.77E-08,-9.27E-09,-5.29E-08,-4.41E-09,-7.21E-09,6.65E-09,-1.76E-08,-8.24E-09
WDR92,-1.41E-08,-2.76E-09,8.28E-09,-3.79E-08,5.17E-09,-1.02E-08,-2.39E-08,-1.58E-08,1.94E-08,-1.17E-08,-6.35E-09,-5.87E-09,-8.275E-09
SRP68,8.42E-08,-8.00E-08,-6.12E-08,-1.47E-08,3.22E-08,-4.42E-09,-4.10E-08,6.46E-08,-1.22E-08,-7.93E-10,-2.23E-08,4.43E-10,-8.31E-09
MEMO1,-6.25E-08,-1.81E-08,-4.19E-08,-7.41E-08,3.92E-08,3.90E-08,9.15E-09,-1.25E-09,-8.43E-09,-8.18E-09,-2.77E-08,3.77E-08,-8.305E-09
ZCCHC10,-9.13E-09,1.04E-09,-1.33E-08,-1.18E-08,-7.56E-09,-5.11E-09,-1.12E-08,-9.88E-09,-3.20E-08,-2.92E-10,-5.21E-09,-4.53E-09,-8.345E-09
NFKBIA,4.62E-09,-8.53E-09,-1.41E-08,-1.07E-08,-1.15E-08,-8.15E-09,-6.32E-09,-1.22E-08,1.56E-09,-2.01E-08,2.96E-09,2.43E-09,-8.34E-09
REXO4,-3.68E-09,-1.17E-08,-3.49E-08,-1.98E-08,5.23E-09,-3.29E-08,-4.23E-08,-4.03E-09,-4.94E-09,-3.73E-08,3.00E-09,1.36E-08,-8.32E-09
RNF41,-1.08E-08,1.54E-09,-6.01E-09,-1.20E-08,-4.69E-09,-1.61E-08,-2.40E-08,-1.97E-08,7.73E-10,3.92E-09,-3.60E-08,-2.81E-09,-8.405E-09
OCIAD1,-1.11E-08,-3.93E-08,-2.46E-08,-1.53E-08,1.70E-08,1.36E-08,2.34E-09,-1.77E-08,1.47E-08,-2.04E-08,1.77E-10,-5.70E-09,-8.4E-09
POLR3A,2.03E-08,-7.87E-09,-2.07E-08,3.19E-08,-1.05E-08,-3.25E-08,-1.42E-08,-1.70E-09,-8.49E-09,7.75E-09,-2.12E-08,-8.32E-09,-8.405E-09
EPM2A,-4.50E-08,-2.79E-08,1.19E-08,-2.92E-08,-6.39E-09,5.13E-08,4.69E-08,-1.59E-08,-3.12E-09,-1.04E-08,-4.59E-08,1.29E-08,-8.395E-09
ZSCAN21,-4.25E-10,2.59E-08,3.17E-08,1.43E-08,-1.23E-08,-4.42E-08,-5.18E-08,-4.07E-08,2.93E-08,-4.60E-09,-4.59E-08,-3.31E-08,-8.45E-09
HBS1L,1.51E-08,-2.73E-09,-5.07E-09,-1.18E-08,1.66E-08,-3.61E-08,-4.55E-08,-1.73E-08,-4.18E-08,7.37E-10,-7.71E-08,1.12E-08,-8.435E-09
ARL8B,-5.54E-10,8.87E-10,-1.63E-08,-7.47E-08,6.60E-08,2.25E-09,-3.98E-08,-1.19E-07,1.83E-08,9.65E-09,-7.69E-08,-3.96E-08,-8.427E-09
LRRC17,-3.93E-08,1.71E-07,-6.84E-08,2.42E-08,-1.24E-08,4.83E-08,4.15E-08,-3.96E-08,-7.97E-08,5.14E-08,-4.49E-09,-4.59E-08,-8.445E-09
ORC5,-1.50E-07,9.45E-08,5.07E-08,3.54E-08,2.75E-08,-2.71E-07,-1.73E-07,-1.91E-07,7.31E-08,3.07E-08,-5.22E-07,-4.44E-08,-8.45E-09
GLYCTK,-2.68E-08,-1.99E-07,2.03E-07,-3.08E-08,-1.75E-07,9.85E-09,9.52E-08,9.28E-08,-1.46E-07,7.65E-08,-1.17E-07,4.65E-08,-8.475E-09
CBY3,-2.17E-09,-8.55E-09,-6.87E-10,-2.25E-08,-8.30E-08,-6.67E-08,7.76E-08,-7.53E-08,9.90E-09,-8.49E-09,-4.45E-09,-9.78E-08,-8.52E-09
SLC18B1,-1.39E-07,-1.17E-07,-9.86E-08,-1.25E-07,1.27E-07,9.26E-08,9.31E-08,7.14E-08,-4.42E-08,-1.46E-07,7.18E-08,2.71E-08,-8.55E-09
MCRS1,-7.83E-09,5.67E-09,6.19E-09,9.12E-09,-9.28E-09,-2.58E-08,-1.36E-08,-1.20E-08,-9.10E-12,-2.19E-09,-1.07E-08,-1.32E-08,-8.555E-09
DDX24,5.67E-08,-9.75E-09,-1.57E-08,1.12E-08,1.12E-08,-2.29E-08,-8.25E-09,3.94E-08,1.10E-08,-1.66E-08,-1.84E-08,-8.89E-09,-8.57E-09
HPS4,-1.75E-08,-2.65E-09,-8.36E-09,-2.41E-09,-8.77E-09,-3.03E-08,-3.43E-08,-1.78E-08,3.49E-09,-3.04E-08,5.75E-09,1.12E-09,-8.565E-09
ZFP770,-3.22E-08,-5.46E-09,1.01E-08,1.20E-08,-1.30E-08,-3.44E-08,-6.44E-08,-1.17E-08,8.02E-10,-4.33E-08,4.84E-09,5.83E-09,-8.58E-09
KLRB1B,-1.98E-08,9.36E-10,-3.03E-08,1.94E-09,-4.90E-08,2.26E-08,-4.54E-09,-1.22E-07,7.82E-09,8.35E-08,-1.26E-08,-3.00E-08,-8.57E-09
JMJD4,-9.41E-09,3.88E-08,-3.48E-09,-9.15E-09,1.02E-09,-2.70E-08,-8.03E-09,-3.12E-08,-9.91E-08,3.06E-08,4.19E-08,-8.92E-08,-8.59E-09
TMEM14C,-1.22E-08,-6.71E-09,-3.04E-08,1.75E-09,-1.15E-08,-6.08E-09,-2.04E-09,-3.49E-08,2.15E-09,-1.05E-08,6.99E-09,-1.07E-08,-8.605E-09
RFC2,-1.60E-08,2.37E-09,-1.70E-08,-7.39E-09,8.00E-10,-1.09E-08,3.57E-09,-2.37E-08,-9.81E-09,-2.74E-09,-4.72E-09,-1.35E-08,-8.6E-09
NUDT16,-8.92E-09,-2.46E-08,1.68E-09,-8.30E-09,4.29E-09,-2.13E-08,-9.96E-09,-2.13E-09,-7.22E-10,-1.09E-08,-5.60E-09,-1.61E-08,-8.61E-09
BPNT1,-1.45E-08,-8.80E-09,-1.39E-09,-1.90E-08,5.55E-09,-8.50E-09,-9.37E-09,-1.36E-08,-4.23E-09,-1.64E-08,-1.75E-09,2.41E-09,-8.65E-09
GPAM,-8.46E-09,-1.35E-09,-3.39E-09,-2.42E-09,-1.36E-08,-1.34E-08,-1.17E-08,-8.24E-09,-7.24E-09,-1.00E-08,-9.79E-09,-8.83E-09,-8.645E-09
ZFP251,1.97E-07,-1.99E-08,2.18E-07,-4.88E-08,-6.44E-08,3.79E-08,-4.51E-08,6.35E-08,-2.17E-07,1.46E-07,-1.48E-07,2.65E-09,-8.625E-09
NEURL4,-1.15E-08,-1.45E-08,-7.60E-09,1.67E-09,-1.52E-08,-2.52E-08,-9.77E-09,4.35E-09,2.52E-09,-1.99E-08,2.01E-09,1.93E-09,-8.685E-09
MAP3K12,-3.08E-08,-1.82E-08,-3.63E-08,-1.00E-08,-1.75E-09,-1.57E-08,3.01E-09,1.47E-08,-7.45E-09,-1.98E-08,-7.66E-10,1.18E-08,-8.725E-09
SSSCA1,2.06E-09,-9.47E-09,-1.78E-08,-8.01E-09,-3.71E-09,-1.41E-08,-3.40E-09,-1.11E-08,-1.04E-08,-1.24E-08,5.49E-09,8.63E-09,-8.74E-09
KCTD20,-6.03E-09,4.48E-09,-1.02E-08,-3.15E-09,1.02E-08,-1.88E-08,-9.51E-09,-2.71E-08,-1.47E-08,2.42E-09,-2.59E-08,-8.03E-09,-8.77E-09
DNAJC11,-1.82E-09,9.10E-08,6.82E-10,1.12E-07,-9.01E-08,-1.17E-07,5.43E-08,-1.50E-07,-4.81E-08,9.73E-08,-1.67E-07,-1.58E-08,-8.81E-09
DNAJC27,-1.52E-08,-1.11E-08,-3.25E-09,-8.35E-09,-4.68E-09,-9.32E-09,-1.01E-08,-5.14E-09,-1.40E-08,4.86E-09,-2.35E-08,-2.15E-09,-8.835E-09
EXOC5,7.18E-08,-1.06E-08,-2.86E-09,3.84E-08,-3.81E-08,-2.28E-08,-2.05E-08,2.61E-08,3.56E-08,-7.04E-09,-1.97E-08,-2.14E-08,-8.82E-09
NARS,6.25E-09,-9.32E-09,-2.10E-08,-2.32E-08,5.17E-09,-2.22E-09,-8.38E-09,-1.22E-08,-1.34E-08,-1.37E-08,-5.15E-09,6.17E-09,-8.85E-09
CCDC47,-3.03E-08,2.67E-08,5.60E-09,2.27E-08,-1.79E-08,-1.61E-08,-2.67E-08,-5.15E-08,5.12E-09,-1.64E-09,-5.33E-08,7.52E-08,-8.87E-09
NDUFS8,-4.83E-08,-3.34E-08,-5.78E-08,-1.40E-08,2.22E-08,-3.53E-08,-2.86E-09,-3.73E-09,5.14E-09,-4.44E-08,1.16E-08,8.59E-09,-8.865E-09
OTUD4,1.35E-08,-2.26E-08,1.77E-08,-2.32E-09,-3.64E-08,-3.58E-08,-9.17E-09,-2.36E-09,-1.19E-08,-8.60E-09,-8.08E-09,-1.30E-08,-8.885E-09
MRPL28,-5.84E-08,3.65E-09,-2.00E-09,1.49E-08,-1.58E-08,-3.04E-08,-3.02E-08,-7.49E-08,1.36E-08,-6.93E-08,2.05E-08,1.16E-08,-8.9E-09
CHTOP,-1.13E-08,-7.71E-09,-1.62E-10,-1.23E-08,-1.68E-08,-1.38E-08,-1.17E-09,-1.01E-08,3.08E-09,-2.29E-08,3.48E-09,3.97E-09,-8.905E-09
ST13,1.14E-08,3.14E-08,2.83E-08,-2.81E-09,-3.85E-08,-2.60E-08,-3.48E-08,-2.02E-08,1.77E-08,-1.51E-08,2.37E-08,-2.51E-08,-8.955E-09
ALKBH1,3.62E-08,1.76E-08,-1.19E-08,3.02E-08,1.55E-08,-2.14E-08,-5.53E-08,-2.24E-08,3.81E-08,-6.09E-09,-2.12E-08,-5.92E-08,-8.995E-09
AAMP,-2.77E-08,1.96E-08,-9.44E-09,-1.59E-09,-8.59E-09,-8.38E-09,-1.25E-08,-3.53E-08,1.92E-08,-7.90E-09,-1.86E-08,-3.05E-08,-9.015E-09
BMP2K,-9.84E-09,-1.35E-08,5.34E-08,9.39E-10,-4.48E-08,1.98E-08,1.68E-08,-2.70E-08,-8.24E-09,6.25E-08,-3.51E-08,-1.44E-08,-9.04E-09
H2AFX,-7.69E-08,2.08E-08,1.05E-07,9.82E-08,-6.68E-08,-7.26E-08,-2.49E-08,-3.35E-09,2.34E-08,1.49E-08,-1.48E-08,-1.05E-07,-9.075E-09
RHBDD3,2.13E-08,-3.54E-08,4.03E-08,-3.49E-10,5.24E-09,6.43E-09,-2.02E-08,-6.12E-08,-1.78E-08,7.71E-09,-2.93E-08,-5.12E-08,-9.0745E-09
COPS2,-8.06E-09,-2.14E-08,3.36E-08,-6.78E-08,8.01E-09,-1.02E-08,-1.14E-08,-4.89E-08,6.94E-09,-7.44E-08,1.15E-08,1.56E-08,-9.13E-09
TRUB1,-2.03E-08,-6.41E-09,-9.91E-09,-1.79E-08,-7.48E-09,-1.68E-08,-8.31E-09,-2.21E-08,-5.03E-09,-1.48E-08,-1.97E-09,-7.20E-09,-9.11E-09
CLCN3,2.15E-08,-8.83E-09,-1.38E-08,-1.39E-08,-2.55E-08,-1.95E-08,-3.19E-09,1.12E-08,-3.19E-09,-9.42E-09,-1.59E-08,2.60E-08,-9.125E-09
ATP6V1G1,2.69E-08,-1.63E-08,-9.67E-09,-2.92E-08,-3.63E-09,-2.27E-08,-8.58E-09,-2.38E-08,2.34E-09,-3.23E-08,6.00E-09,4.73E-09,-9.125E-09
ACBD3,3.72E-08,8.64E-09,1.77E-08,-3.74E-08,3.44E-09,-1.61E-08,-4.65E-08,-2.25E-08,3.99E-10,-1.98E-08,-3.21E-08,-2.22E-09,-9.16E-09
BORCS8,-5.24E-08,3.14E-09,-6.52E-08,-3.84E-08,6.67E-08,4.65E-08,1.71E-08,-2.18E-08,-2.14E-08,-3.36E-08,8.99E-09,6.50E-09,-9.13E-09
CFL1,-2.23E-09,-8.77E-08,-3.04E-08,-1.32E-07,3.13E-08,-2.44E-08,4.94E-08,-1.46E-08,4.49E-09,-7.65E-08,-3.70E-09,2.47E-09,-9.15E-09
DNAJC2,-1.39E-09,-2.36E-08,-9.18E-09,-1.94E-08,-8.18E-09,-1.88E-08,-1.54E-08,-1.36E-09,-9.19E-09,-1.85E-08,5.97E-10,-6.58E-09,-9.185E-09
ZFP319,5.46E-08,-1.19E-07,2.47E-08,-3.34E-08,8.91E-08,-5.92E-08,-6.28E-08,1.50E-08,1.08E-07,-9.66E-08,-1.22E-07,6.98E-08,-9.2E-09
ANKRA2,-8.59E-09,-9.83E-09,-6.08E-09,-1.43E-08,-3.94E-09,-4.58E-09,-7.36E-09,-1.12E-08,-1.87E-08,-4.78E-09,-1.42E-08,-1.29E-08,-9.21E-09
COPS4,-1.37E-08,-9.29E-09,-7.27E-09,-2.57E-08,6.06E-09,-9.14E-09,-4.62E-09,-1.42E-08,-1.35E-08,2.85E-10,5.45E-09,-1.34E-08,-9.215E-09
ALKBH7,-9.50E-09,-1.85E-08,-9.33E-09,-9.94E-09,-2.26E-09,-9.18E-09,-3.51E-09,-3.42E-09,-2.53E-08,1.91E-09,-6.52E-09,-1.74E-08,-9.255E-09
PHAX,-1.45E-08,-1.06E-08,3.43E-08,-2.31E-08,-2.00E-08,-4.05E-08,-2.96E-08,2.15E-09,2.51E-08,-7.93E-09,1.22E-08,1.93E-08,-9.265E-09
NUP62,6.72E-08,2.66E-08,-5.20E-08,5.07E-08,1.32E-08,-6.82E-08,-3.23E-08,-1.18E-08,-1.97E-08,-6.82E-09,-4.04E-08,-6.03E-09,-9.31E-09
GADD45GIP1,-1.28E-08,-1.94E-08,-2.65E-08,-2.92E-08,1.04E-08,4.33E-09,-3.05E-09,-5.79E-09,-1.56E-08,-1.89E-08,1.45E-08,1.02E-08,-9.295E-09
STPG1,2.28E-07,5.94E-07,9.18E-07,-3.49E-07,-1.91E-06,-1.57E-06,-1.20E-07,-2.39E-06,2.99E-07,1.17E-06,-3.04E-07,1.02E-07,-9E-09
BYSL,3.85E-09,-4.23E-08,-7.80E-08,-3.10E-08,1.84E-08,2.23E-08,4.67E-09,-1.69E-08,-7.70E-08,-6.81E-08,-1.81E-09,1.04E-08,-9.355E-09
ZWILCH,-4.17E-08,2.83E-08,3.23E-08,2.66E-08,-8.90E-09,-1.21E-08,-9.78E-09,-2.05E-08,4.53E-08,-2.12E-08,1.79E-08,-3.80E-08,-9.34E-09
UBE3C,-1.35E-08,-2.64E-08,-6.00E-09,-3.12E-09,-9.75E-09,-8.93E-09,-1.28E-08,3.57E-09,-1.08E-08,-1.76E-08,-7.47E-09,3.48E-09,-9.34E-09
LTA4H,5.54E-08,4.05E-08,-4.56E-08,-2.32E-08,2.85E-08,-1.40E-07,-1.66E-07,8.84E-10,1.92E-09,4.92E-10,-1.92E-08,-1.05E-07,-9.354E-09
FKBP15,4.13E-09,-5.49E-08,-8.33E-10,2.95E-08,-4.10E-08,4.05E-08,1.55E-08,-1.79E-08,-2.25E-08,-2.13E-08,-4.35E-08,1.09E-08,-9.3665E-09
DNAJC7,4.70E-08,-3.73E-09,6.39E-08,1.63E-08,-6.78E-08,-4.60E-08,-4.47E-08,-6.31E-09,-1.93E-08,-2.79E-08,-1.25E-08,4.43E-08,-9.405E-09
CCT5,-2.56E-08,-1.09E-08,8.57E-09,-1.06E-08,5.82E-09,-8.24E-09,-2.70E-08,-3.31E-08,4.00E-09,-5.92E-08,9.02E-09,9.13E-09,-9.42E-09
PNPLA8,1.19E-08,-5.31E-10,-1.78E-08,-5.20E-09,-7.94E-09,-1.10E-08,-1.34E-08,-1.97E-08,-2.02E-09,-1.20E-08,-1.11E-08,-9.06E-10,-9.47E-09
PTPN1,-1.55E-08,-2.38E-08,4.38E-09,-7.46E-09,-1.45E-08,-1.37E-08,-1.15E-08,1.75E-09,3.53E-09,-2.88E-08,8.01E-09,3.04E-09,-9.48E-09
PSMD5,-1.52E-08,-1.74E-08,-1.18E-08,-1.51E-08,4.42E-09,-1.95E-09,-3.30E-09,6.97E-11,-2.44E-08,-1.48E-08,-7.12E-09,-6.40E-10,-9.46E-09
SGSM3,-1.10E-09,-2.35E-08,-7.05E-09,-7.52E-09,-4.45E-09,-1.14E-08,-1.25E-08,-7.53E-10,-1.15E-08,-1.15E-08,-2.49E-08,-4.92E-09,-9.46E-09
VPS45,-5.29E-09,-2.65E-08,-1.48E-08,-1.40E-08,4.17E-09,2.38E-09,2.00E-09,-2.31E-09,-2.18E-08,-1.41E-08,-1.37E-08,-2.19E-09,-9.495E-09
MIS18BP1,-2.65E-08,2.48E-08,3.41E-08,2.78E-08,-8.39E-09,-1.36E-08,-1.55E-08,-2.61E-08,2.55E-08,1.68E-08,-1.07E-08,-3.66E-08,-9.545E-09
PPP1R21,-2.63E-08,-9.62E-09,-2.87E-08,-1.07E-08,3.28E-09,-5.95E-09,-5.62E-09,-3.07E-09,-1.23E-08,-9.50E-09,-1.06E-08,7.16E-09,-9.56E-09
ZFP810,-8.76E-09,1.03E-08,6.48E-09,3.97E-09,-1.71E-08,-1.55E-08,-1.05E-08,-2.85E-08,8.20E-09,-6.03E-09,-3.05E-08,-2.59E-08,-9.63E-09
UBAP2,5.49E-09,8.01E-09,4.57E-08,2.77E-08,-2.38E-09,-3.35E-08,-3.15E-08,3.98E-08,-2.15E-08,-1.69E-08,-2.00E-08,-1.84E-08,-9.64E-09
EIF2S2,8.97E-08,-4.89E-08,-2.70E-08,-1.26E-07,3.84E-09,-1.08E-08,-8.44E-09,-4.31E-08,2.26E-08,-1.86E-07,2.87E-08,2.45E-08,-9.62E-09
FPR1,-4.24E-07,-3.33E-06,1.74E-06,-1.37E-06,3.21E-06,2.66E-06,-3.52E-07,7.47E-06,3.33E-07,1.09E-05,-4.01E-06,-4.15E-06,-9.5E-09
ATP6V1G2,-1.57E-08,-2.31E-09,-8.25E-09,-5.30E-09,-8.37E-09,-1.09E-08,-1.50E-08,-1.53E-08,-7.51E-09,-3.28E-09,-1.78E-08,-1.52E-08,-9.635E-09
NDUFB2,-3.52E-08,-5.88E-08,-4.21E-08,-1.91E-08,1.41E-08,1.42E-08,1.01E-08,-3.44E-10,-3.00E-08,-2.83E-08,1.37E-08,1.44E-08,-9.722E-09
CTSW,7.57E-08,-1.24E-07,1.18E-07,1.06E-09,-1.38E-07,-4.75E-08,-1.45E-08,-1.14E-07,2.17E-07,5.93E-08,-1.95E-07,-4.92E-09,-9.71E-09
PRPSAP2,-5.76E-08,-3.12E-08,-7.45E-09,-3.88E-08,1.84E-08,-5.21E-10,9.04E-09,-1.20E-08,-2.62E-08,-2.89E-08,1.03E-08,1.78E-08,-9.725E-09
CDCA2,-2.11E-07,1.32E-07,1.55E-07,1.82E-07,-1.72E-07,-4.68E-08,8.68E-09,-7.16E-08,6.37E-08,1.23E-07,-4.85E-08,-2.82E-08,-9.76E-09
ZFAND4,-2.48E-08,5.33E-09,2.18E-08,9.92E-09,-1.52E-08,-3.91E-08,-4.32E-09,-2.21E-08,1.42E-08,1.05E-08,-4.07E-08,-4.39E-08,-9.76E-09
KLRB1B,-3.38E-08,-2.88E-08,6.23E-09,-6.08E-08,4.27E-08,3.26E-08,1.18E-08,-1.68E-08,-3.14E-08,1.11E-07,-1.27E-08,-6.87E-09,-9.785E-09
ZFP109,1.90E-09,-7.38E-09,-5.53E-09,-5.85E-08,8.48E-08,-1.23E-08,-1.27E-08,1.84E-08,-2.44E-07,1.29E-08,-2.49E-08,-7.18E-08,-9.84E-09
MRRF,-1.07E-08,-2.72E-08,-1.77E-08,-1.57E-08,-5.54E-09,7.05E-09,-4.07E-10,-8.96E-09,-3.31E-08,4.74E-09,1.11E-08,-3.55E-08,-9.83E-09
LRRC69,-5.27E-08,5.73E-08,2.98E-09,5.02E-08,-6.45E-08,7.58E-08,8.07E-08,-2.27E-08,-1.28E-07,7.88E-08,-1.27E-07,-3.27E-08,-9.86E-09
CS,-1.57E-08,-1.12E-08,-2.69E-08,-2.59E-08,1.29E-08,-1.04E-08,-6.97E-09,-9.42E-09,-1.06E-08,6.00E-09,-2.65E-09,-5.46E-09,-9.91E-09
LEO1,-4.48E-09,-4.18E-09,-6.98E-09,-1.05E-08,4.50E-09,-2.53E-08,-3.04E-08,-2.49E-08,-1.67E-08,-1.28E-08,-9.31E-09,4.91E-09,-9.905E-09
SLC25A28,2.75E-08,-1.34E-08,-3.54E-08,-1.71E-08,1.98E-08,-4.10E-08,-6.14E-09,-1.47E-08,-3.66E-08,-6.43E-09,2.67E-08,-5.45E-09,-9.915E-09
MRPS31,-3.21E-09,-7.51E-09,-1.11E-08,-2.01E-08,-2.84E-09,-1.74E-08,-2.83E-08,-1.97E-08,-8.73E-09,-3.10E-08,7.02E-09,9.05E-09,-9.915E-09
CAB39,-4.21E-09,-5.78E-08,-4.50E-08,2.61E-08,-6.75E-08,-3.56E-08,-1.56E-08,7.76E-08,2.57E-08,-6.84E-08,7.01E-09,8.29E-08,-9.905E-09
PTPN9,-5.84E-08,-6.93E-09,-3.46E-09,-1.38E-09,-4.96E-08,6.00E-09,-1.91E-09,-1.49E-08,-1.30E-08,-1.66E-08,5.95E-09,-4.06E-08,-9.965E-09
SLC38A6,-9.22E-09,-4.30E-08,2.82E-09,1.97E-08,-1.34E-08,-2.58E-08,-6.19E-09,5.91E-09,-1.08E-08,3.91E-08,-1.57E-08,-1.12E-08,-1.001E-08
PSMD12,-9.50E-09,-1.05E-08,-8.11E-09,-1.77E-08,1.16E-10,-6.83E-09,-4.84E-09,-1.99E-08,-1.36E-08,-1.35E-08,-2.34E-09,-1.23E-08,-0.00000001
NUSAP1,-4.52E-08,1.93E-08,3.21E-08,2.70E-08,-2.85E-08,-3.17E-08,-9.84E-09,-1.63E-08,3.09E-08,-1.02E-08,-1.86E-09,-2.20E-08,-1.002E-08
TLN1,-1.70E-08,-1.57E-08,-1.03E-08,-1.43E-08,-4.55E-09,-9.80E-09,-1.48E-08,-7.88E-09,-2.15E-09,-1.93E-08,3.33E-10,7.99E-10,-1.005E-08
GOLGA7,7.77E-09,1.94E-08,1.60E-08,-2.86E-09,6.39E-09,-2.60E-08,-2.60E-08,-3.51E-08,-1.35E-08,-2.68E-08,-6.73E-09,-1.76E-08,-1.0115E-08
PNPLA6,2.04E-08,-3.48E-08,-2.16E-08,7.60E-09,1.60E-08,-1.52E-08,2.66E-09,2.97E-08,-2.85E-08,-2.93E-08,-1.30E-08,-7.17E-09,-1.0085E-08
CPOX,-2.31E-08,2.04E-09,2.43E-08,-2.33E-08,-2.82E-08,-1.45E-08,-3.06E-08,-5.83E-09,1.66E-08,-1.84E-08,1.02E-08,-4.37E-09,-1.0165E-08
RARS2,-1.33E-08,-1.49E-08,-1.12E-08,-8.97E-09,4.51E-10,-4.15E-09,-1.65E-08,-1.50E-08,-3.93E-09,-2.19E-08,5.07E-09,-5.92E-10,-1.0085E-08
ZCCHC9,4.56E-09,-5.89E-09,-2.34E-08,-3.79E-08,1.46E-08,-1.45E-08,-1.43E-08,-2.27E-08,-3.27E-08,-3.80E-09,1.89E-08,-2.39E-09,-1.0095E-08
MTFR2,-3.88E-08,7.90E-09,2.47E-08,-3.76E-09,-5.13E-08,-7.21E-09,2.07E-08,-3.80E-08,1.68E-08,-1.59E-08,-1.30E-08,-1.49E-08,-1.0105E-08
DLD,-7.68E-09,-1.74E-08,-1.85E-08,-1.51E-08,3.44E-09,-1.03E-08,-9.73E-09,-9.69E-09,-1.60E-08,-1.00E-08,-2.03E-08,-2.75E-10,-1.015E-08
INTS6,-4.54E-08,-1.67E-08,-1.05E-08,1.25E-09,-3.61E-08,-9.89E-09,-5.08E-08,2.43E-08,7.54E-09,-6.14E-08,6.56E-09,1.80E-08,-1.0195E-08
AFG3L2,5.85E-09,-1.83E-08,-1.71E-08,-1.06E-08,-1.38E-08,-1.53E-08,-6.58E-09,-2.34E-10,-1.29E-08,-2.88E-09,-8.58E-09,-9.86E-09,-1.023E-08
CARS,-2.91E-09,-8.16E-08,-1.06E-08,-1.22E-08,2.13E-08,2.33E-08,-1.07E-08,-2.48E-08,1.19E-08,-5.42E-08,-9.69E-09,2.26E-08,-1.0145E-08
PSMC3,-4.96E-09,-3.13E-08,-2.31E-08,-2.13E-08,-9.32E-09,-1.13E-08,1.77E-10,-1.26E-08,3.12E-09,-4.18E-08,7.85E-09,6.27E-09,-1.031E-08
RPAP2,-2.27E-08,-1.70E-08,-3.21E-08,-1.61E-08,1.39E-08,1.38E-08,-4.57E-09,-3.77E-08,6.84E-09,-5.46E-08,1.39E-08,1.24E-08,-1.0335E-08
SCRN3,-4.08E-09,-2.11E-08,-1.06E-08,-2.18E-08,-1.01E-08,-1.28E-08,1.95E-09,-6.55E-09,-2.81E-08,-7.94E-09,-3.25E-09,-1.99E-08,-1.035E-08
IMMT,-6.00E-09,-1.80E-08,1.40E-09,-2.78E-08,-2.17E-08,-2.48E-08,-1.45E-08,-2.45E-09,-3.38E-08,-4.45E-09,1.20E-08,1.32E-09,-1.025E-08
XPNPEP3,3.06E-08,-8.03E-09,-5.47E-08,1.21E-08,-1.49E-08,-1.92E-08,-4.26E-08,2.61E-09,-3.99E-08,-1.25E-08,3.00E-08,2.94E-08,-1.0265E-08
NINJ1,1.79E-05,-8.52E-06,2.27E-06,-1.63E-06,-7.68E-06,-3.98E-06,1.27E-06,1.57E-05,-1.30E-06,-1.08E-05,3.49E-06,6.42E-06,-1.5E-08
NFS1,2.31E-08,-1.50E-08,-2.05E-08,-4.19E-08,1.38E-08,9.55E-09,2.10E-09,-5.82E-09,-4.01E-08,-1.18E-09,-2.00E-08,-1.62E-08,-1.041E-08
DDX56,1.73E-08,-1.03E-08,-1.92E-08,-2.04E-08,1.46E-08,-4.73E-09,-8.73E-09,-4.58E-08,-1.78E-08,-1.05E-08,-3.97E-09,-3.22E-08,-1.04E-08
HACD3,-3.48E-08,-9.45E-09,-1.13E-09,-2.32E-08,8.19E-09,-1.13E-08,-2.63E-08,-1.16E-08,1.79E-09,-4.88E-08,8.00E-09,8.55E-09,-1.0375E-08
WDR74,2.42E-08,-1.97E-09,-3.70E-08,-1.16E-08,8.01E-09,-1.79E-08,-1.92E-08,-3.45E-08,-4.71E-09,-9.43E-09,-7.53E-09,-2.47E-08,-1.0515E-08
EPS15,-7.11E-09,1.35E-08,-7.07E-08,-3.66E-08,-4.26E-09,-1.40E-08,-4.86E-08,-6.91E-08,1.14E-08,-5.41E-08,1.14E-08,-7.75E-10,-1.0555E-08
MSMO1,-1.56E-08,-1.06E-08,-1.05E-08,-1.73E-08,-5.17E-09,-8.61E-09,-8.04E-09,-1.67E-08,-1.21E-08,-1.25E-08,-7.85E-09,-7.92E-09,-1.055E-08
