Genes,GSM844492,GSM844495,GSM844497,GSM844499,GSM844501,GSM844503,GSM844505,GSM844507,GSM844521,GSM844522,GSM844523,GSM844524,med_value
KLHL7,-9.64E-08,4.42E-09,-1.68E-08,2.24E-08,1.44E-08,-4.83E-08,-3.59E-08,2.68E-08,-4.17E-08,4.16E-08,2.58E-08,-2.93E-08,-6.19E-09
NDUFS5,-1.25E-08,-1.13E-08,-1.77E-08,-4.94E-09,-3.40E-09,-3.48E-09,-2.91E-09,-7.55E-09,-1.24E-08,-8.69E-09,7.42E-09,8.03E-09,-6.245E-09
TRP53,-1.46E-08,5.79E-08,-6.47E-10,3.05E-08,2.54E-08,-4.90E-08,-1.19E-08,-3.01E-08,3.92E-08,-2.39E-08,7.58E-09,-5.86E-08,-6.2735E-09
NDUFAF4,-1.49E-08,-1.13E-08,-1.34E-08,-7.71E-09,-4.80E-09,-1.03E-08,8.79E-10,-1.67E-09,2.85E-09,-2.64E-08,5.95E-09,5.07E-09,-6.255E-09
SNX21,-5.22E-09,1.55E-07,-2.77E-07,-8.55E-07,-4.23E-07,-7.34E-09,4.29E-07,3.58E-08,3.26E-07,-4.91E-07,-5.46E-08,7.25E-07,-6.28E-09
TMPRSS11D,-6.59E-07,3.43E-08,7.27E-07,-1.82E-07,6.35E-07,-4.66E-08,-8.13E-08,-2.21E-07,2.30E-07,3.31E-07,3.40E-08,-8.17E-07,-6.3E-09
PYURF,-2.30E-08,-2.17E-08,-8.24E-09,-1.25E-08,-4.20E-10,-4.34E-09,-1.81E-09,-1.48E-08,2.59E-10,-2.38E-08,6.77E-09,2.08E-09,-6.29E-09
ZFP946,-4.47E-09,-1.20E-08,-8.30E-09,-1.38E-08,-1.90E-10,-6.99E-09,-8.30E-09,-5.59E-09,-8.44E-10,-1.84E-08,3.60E-09,3.37E-09,-6.29E-09
ATG3,3.63E-09,-2.57E-08,-2.65E-09,-2.01E-08,2.66E-08,-7.57E-09,9.15E-09,-5.09E-09,-1.11E-08,1.78E-08,-1.61E-08,-4.06E-08,-6.33E-09
GNA15,-4.43E-07,4.30E-07,-1.30E-05,-1.23E-05,-2.33E-05,5.16E-06,7.60E-06,-2.31E-05,1.05E-06,3.63E-05,2.19E-06,-7.86E-06,-6.5E-09
CDC42SE2,-3.54E-10,1.30E-08,-5.71E-08,-3.29E-08,-4.60E-08,2.46E-08,3.39E-08,-7.80E-08,-1.24E-08,-7.79E-08,2.09E-08,2.49E-08,-6.377E-09
UTP18,-8.08E-09,1.09E-07,6.76E-08,1.69E-08,-6.22E-09,-3.56E-08,-6.56E-09,-7.89E-08,-1.98E-08,1.51E-07,1.11E-08,-3.47E-08,-6.39E-09
NOCT,-3.62E-09,-8.75E-09,-1.62E-08,-1.18E-08,-8.12E-09,-4.47E-09,-1.38E-08,-4.39E-10,-4.67E-09,-1.09E-08,-1.60E-09,1.05E-09,-6.395E-09
GTF2E1,-7.83E-09,-9.77E-09,-1.43E-09,-1.72E-08,1.17E-08,4.17E-09,8.67E-10,-1.19E-08,-1.14E-08,-5.05E-09,-9.45E-10,-1.30E-08,-6.44E-09
GIGYF2,-1.09E-07,-1.47E-07,-9.32E-09,8.55E-09,-1.07E-08,5.74E-08,-1.74E-07,1.11E-07,-3.55E-09,-1.71E-07,9.08E-08,7.50E-08,-6.435E-09
LRFN4,-1.96E-08,1.76E-08,8.58E-09,1.36E-08,-4.97E-08,-4.91E-08,-2.19E-08,2.01E-10,3.61E-08,1.42E-09,-3.42E-08,-1.31E-08,-6.4495E-09
TIPRL,-1.72E-08,-9.75E-09,-1.23E-08,-2.33E-08,-4.34E-09,8.62E-09,-8.59E-09,-3.42E-09,1.83E-09,-3.16E-08,5.89E-09,7.07E-09,-6.465E-09
UNC119,-1.49E-07,4.70E-08,6.61E-08,2.72E-08,-2.72E-08,-1.10E-09,-1.48E-07,-1.19E-08,8.83E-08,-7.43E-08,1.06E-08,-2.10E-08,-6.5E-09
ZFP979,-1.84E-08,-4.24E-09,-5.39E-09,-1.35E-08,-3.11E-09,-1.20E-08,-1.12E-08,-6.38E-09,-3.32E-09,4.49E-09,-6.81E-09,-6.60E-09,-6.49E-09
PIN1,-3.17E-08,-4.38E-08,-2.81E-08,-1.65E-08,2.17E-08,2.10E-08,-1.97E-10,-1.28E-08,3.48E-09,-3.93E-08,1.86E-08,4.10E-09,-6.4985E-09
TECR,-1.04E-08,-1.18E-08,-7.39E-09,-1.09E-08,-2.59E-10,-6.49E-09,-5.40E-09,-6.51E-09,1.05E-09,-1.58E-08,2.30E-09,1.85E-09,-6.5E-09
CLPX,9.60E-08,6.82E-08,-6.18E-08,2.61E-08,-6.43E-08,-3.91E-08,-9.33E-08,-1.49E-07,2.83E-08,-1.59E-07,4.29E-08,5.66E-08,-6.5E-09
PALB2,-5.51E-09,6.14E-08,3.89E-08,2.85E-08,-1.62E-08,1.06E-08,-1.20E-08,-2.13E-08,-7.56E-09,-2.35E-08,-3.15E-08,7.93E-08,-6.535E-09
GPN1,-1.17E-08,-1.90E-08,-5.73E-09,-1.32E-08,2.28E-09,-7.02E-09,-3.59E-10,4.13E-09,-1.96E-08,4.17E-09,-6.06E-09,-9.83E-09,-6.54E-09
SS18L1,-1.05E-08,-2.20E-09,-4.68E-09,-6.29E-09,-6.81E-09,-7.92E-09,-1.36E-08,-8.60E-09,-5.59E-09,-1.16E-08,-1.45E-09,-1.02E-09,-6.55E-09
RNF14,-9.84E-09,-4.16E-09,-3.30E-09,-6.64E-09,-6.53E-09,-1.10E-08,-1.26E-08,-1.19E-08,8.86E-10,-1.45E-08,6.42E-10,1.15E-09,-6.585E-09
MRPS11,-5.70E-09,9.56E-10,-1.46E-08,1.66E-08,8.16E-09,-1.63E-08,-1.80E-08,-7.58E-09,6.95E-09,-7.46E-09,-1.09E-08,-4.13E-09,-6.58E-09
ZFP11,9.99E-09,2.53E-08,-2.10E-08,-6.77E-09,-6.99E-08,-2.31E-08,-1.76E-08,2.81E-08,-6.40E-09,-3.55E-09,2.59E-08,-2.55E-08,-6.585E-09
TXNL1,-1.34E-09,-7.63E-09,5.63E-09,-2.89E-08,6.80E-09,-2.93E-09,-1.21E-08,-2.50E-08,-1.42E-08,-8.76E-09,1.89E-08,-5.58E-09,-6.605E-09
SMLR1,-1.70E-09,1.35E-08,4.30E-08,-1.44E-07,-5.05E-08,-1.91E-07,1.06E-07,-1.43E-07,7.72E-08,1.04E-07,-1.05E-07,-1.15E-08,-6.6E-09
SLC25A38,-1.63E-08,-1.71E-08,-9.34E-09,-1.85E-08,-4.99E-09,-2.75E-09,-8.24E-09,-2.04E-09,2.62E-09,-1.75E-08,-3.39E-09,4.08E-09,-6.615E-09
GATAD1,-1.87E-08,-9.20E-09,-1.19E-08,-3.45E-08,1.57E-08,6.20E-09,-4.07E-09,-5.73E-08,-2.98E-09,-4.55E-08,9.84E-09,9.88E-09,-6.635E-09
TOX4,7.83E-08,1.83E-08,6.36E-10,-8.00E-08,-1.40E-08,-5.68E-08,-1.93E-08,-1.05E-07,4.40E-09,-1.04E-07,1.62E-08,2.83E-08,-6.682E-09
STARD3NL,-2.41E-09,-1.41E-08,-1.57E-08,-1.44E-08,2.70E-10,-2.30E-09,-4.24E-09,-5.88E-09,-1.66E-08,-9.10E-09,8.43E-10,-7.43E-09,-6.655E-09
REXO2,-1.86E-08,-3.70E-08,-1.78E-08,-2.74E-08,4.48E-09,7.05E-09,7.99E-09,5.65E-09,-2.48E-08,-2.16E-08,5.73E-09,1.13E-08,-6.66E-09
SLC25A16,-2.83E-09,6.08E-09,-1.17E-09,2.85E-09,-1.59E-08,-2.25E-08,-1.05E-08,-2.79E-08,8.23E-09,3.07E-09,-1.53E-08,-2.38E-08,-6.665E-09
CEP135,-1.97E-08,4.98E-08,-8.89E-09,4.12E-11,-2.27E-08,-7.16E-08,-5.24E-08,-4.47E-09,4.79E-08,1.47E-08,1.95E-08,-4.65E-08,-6.68E-09
TRAPPC6B,-1.99E-08,2.87E-09,-1.79E-08,-8.87E-09,-1.64E-08,4.23E-09,3.22E-09,-4.09E-08,1.12E-09,-4.51E-09,7.19E-09,-2.25E-08,-6.69E-09
THAP7,1.95E-08,-3.87E-08,-1.05E-08,-3.65E-08,2.35E-08,-9.64E-10,-5.69E-09,-7.71E-09,-1.51E-08,4.52E-08,4.40E-09,-1.60E-08,-6.7E-09
GNG3,-8.84E-09,-1.02E-08,-1.16E-08,-9.99E-09,-4.18E-09,-6.48E-09,-5.38E-09,-5.66E-09,-7.93E-09,-6.96E-09,-6.21E-09,-5.26E-09,-6.72E-09
GATC,-1.89E-09,-9.49E-09,4.53E-09,-1.12E-08,-9.13E-09,-1.10E-08,1.71E-09,-4.31E-09,-1.27E-08,2.63E-09,-1.18E-08,-3.02E-09,-6.72E-09
ACACA,5.88E-08,-1.16E-07,-8.96E-09,1.83E-08,-1.52E-07,-1.07E-07,8.17E-08,-4.52E-09,3.92E-08,3.29E-08,-9.99E-08,-8.21E-08,-6.74E-09
RUFY1,-9.95E-09,-1.74E-08,-2.48E-08,-3.06E-08,1.64E-08,2.20E-09,5.98E-10,-3.53E-09,-1.75E-08,-1.86E-08,1.14E-08,1.05E-08,-6.74E-09
CHMP1A,-2.07E-08,6.32E-09,2.47E-08,7.11E-09,-5.42E-09,-8.08E-09,-3.74E-08,-7.48E-08,2.59E-09,-5.56E-08,-1.18E-08,2.13E-09,-6.75E-09
MAN1A2,5.54E-07,5.64E-07,-1.02E-07,4.77E-08,3.76E-07,4.19E-07,-1.55E-07,-4.76E-07,-6.13E-08,2.56E-07,-1.31E-06,-1.98E-07,-6.8E-09
PXMP4,-7.42E-09,-8.85E-09,1.02E-08,-1.28E-08,-1.18E-08,-1.05E-08,3.60E-11,-6.16E-09,-9.91E-09,4.94E-09,1.45E-09,-5.35E-09,-6.79E-09
IER2,-1.24E-06,-8.95E-08,-1.16E-06,-9.54E-07,1.36E-06,1.53E-06,1.56E-06,-1.75E-07,7.58E-08,-1.28E-06,6.24E-07,3.11E-07,-6.85E-09
TOMM70A,2.73E-09,-4.90E-09,-2.03E-08,-2.09E-08,2.06E-09,-8.91E-09,-1.51E-08,-2.69E-08,2.16E-09,-2.51E-08,5.84E-09,1.56E-09,-6.905E-09
FLCN,1.93E-08,2.83E-08,1.90E-08,3.66E-08,-3.01E-08,-2.36E-08,-2.75E-08,-1.52E-08,8.03E-09,1.36E-09,-3.50E-08,-1.97E-08,-6.92E-09
WWP1,1.27E-09,-8.64E-09,-1.57E-08,-9.25E-09,-6.21E-09,1.04E-08,-2.90E-09,-4.00E-09,-1.28E-08,1.01E-08,-7.59E-09,-1.31E-08,-6.9E-09
ECI2,-1.14E-07,5.27E-08,2.25E-07,5.50E-08,-2.12E-07,-2.52E-07,-1.03E-07,-5.78E-08,6.21E-08,-2.77E-07,7.40E-08,4.40E-08,-6.9E-09
BCL2A1D,-3.98E-09,-4.79E-08,2.85E-09,-3.06E-09,-1.43E-08,-1.88E-08,9.50E-09,-9.84E-09,5.93E-08,-2.20E-08,-3.58E-08,4.60E-09,-6.91E-09
RAB10,1.32E-07,-6.56E-08,-8.24E-08,-1.88E-07,1.01E-07,4.31E-08,-1.80E-08,-1.63E-08,2.43E-09,-6.37E-08,7.21E-08,9.29E-08,-6.935E-09
DUS4L,1.11E-08,-5.37E-09,-2.27E-08,-1.33E-08,-3.32E-08,1.13E-08,4.16E-08,-3.58E-08,-7.92E-09,4.18E-08,-2.81E-08,-5.96E-09,-6.94E-09
PNN,6.16E-09,4.54E-08,-1.74E-08,3.48E-09,-2.79E-08,-7.02E-08,-1.77E-08,-2.57E-08,1.86E-08,-6.50E-08,2.63E-08,2.23E-08,-6.96E-09
CARS2,-1.04E-08,-1.76E-08,-7.94E-09,-3.17E-08,1.21E-08,2.10E-09,6.63E-10,-1.18E-08,-2.39E-08,-5.99E-09,1.43E-08,1.82E-08,-6.965E-09
SUCLA2,1.85E-08,-9.63E-09,1.03E-08,-9.87E-09,-4.38E-08,1.73E-08,2.31E-08,-2.36E-08,-4.29E-09,5.44E-09,-1.41E-08,-1.27E-08,-6.96E-09
PEX26,-3.70E-08,9.53E-10,-1.04E-08,-4.53E-09,-1.24E-08,-8.02E-09,-8.90E-09,6.80E-09,-7.66E-09,-6.26E-09,-2.29E-09,5.39E-08,-6.96E-09
SPNS1,-7.55E-09,1.02E-08,1.36E-08,2.10E-08,5.00E-09,-1.19E-08,-3.08E-08,-3.48E-08,-1.40E-08,1.57E-08,-6.45E-09,-1.18E-08,-0.000000007
TRIM35,1.40E-08,-6.64E-10,-1.57E-08,-2.45E-08,4.13E-09,-1.59E-08,-2.37E-08,-7.77E-09,3.73E-09,-6.25E-09,-3.57E-08,7.89E-10,-7.01E-09
EGLN2,5.97E-09,3.06E-09,-4.77E-09,-4.24E-10,4.56E-09,-1.83E-08,-9.29E-09,-2.92E-08,-1.88E-08,1.57E-09,-1.17E-08,-2.28E-08,-7.03E-09
COG4,-5.63E-09,-2.12E-09,2.54E-08,-3.94E-08,-8.50E-08,-8.96E-08,-8.44E-09,-1.38E-07,2.69E-08,-9.11E-08,1.32E-08,2.70E-08,-7.035E-09
TMEM129,-3.97E-08,-1.12E-08,-2.60E-08,-2.88E-08,4.81E-08,-2.92E-09,8.20E-09,-2.71E-08,1.07E-08,-6.36E-08,1.67E-08,1.36E-08,-7.06E-09
ARL6IP5,-1.33E-08,-2.38E-08,-1.16E-08,-2.24E-08,-1.45E-09,-8.96E-10,-4.78E-09,-5.43E-10,-9.31E-09,-1.76E-08,1.74E-09,3.79E-10,-7.045E-09
SPCS2,-7.99E-09,-1.83E-08,-6.64E-09,-1.80E-08,-1.01E-08,-2.24E-09,-6.62E-09,-7.51E-09,5.45E-09,-2.35E-08,-8.25E-10,-2.91E-09,-7.075E-09
RAN,-1.29E-08,-1.80E-08,-1.05E-08,-1.25E-08,6.46E-09,3.55E-09,-1.33E-09,-6.48E-09,-7.68E-09,-1.92E-08,1.21E-08,5.18E-09,-7.08E-09
SMYD5,2.97E-08,-4.70E-08,-2.98E-07,-2.23E-08,1.70E-07,-1.88E-07,8.55E-08,8.10E-09,-3.96E-07,-4.41E-08,1.17E-07,2.23E-07,-7.1E-09
AP2S1,-1.07E-08,-3.79E-09,-8.24E-09,-5.30E-09,-6.63E-09,-8.89E-09,-9.67E-09,-7.60E-09,1.39E-09,-1.39E-08,2.28E-09,2.00E-09,-7.115E-09
FBXO33,4.30E-08,9.85E-09,-5.12E-08,-1.57E-08,2.80E-08,-5.78E-09,3.10E-09,-1.95E-08,-8.47E-09,-9.71E-10,-1.85E-08,-3.09E-08,-7.125E-09
PRKRIP1,-8.81E-09,-2.17E-09,-7.23E-09,-7.10E-09,-1.14E-08,-6.56E-09,-5.16E-09,-1.76E-08,-7.35E-09,-1.17E-08,8.72E-09,1.48E-09,-7.165E-09
TBC1D13,-1.69E-08,-7.19E-09,-7.19E-09,-5.57E-09,-1.94E-08,-3.48E-08,-2.85E-10,2.03E-09,-2.38E-08,7.20E-09,1.41E-09,-1.58E-08,-7.19E-09
MED8,-8.91E-10,-4.00E-09,-1.28E-08,-7.12E-09,-5.82E-10,-1.39E-08,-7.88E-09,-3.32E-08,2.68E-09,-2.09E-08,2.85E-09,-7.26E-09,-7.19E-09
HSDL2,-4.02E-09,-8.39E-09,-7.46E-09,-1.18E-08,-6.37E-10,-1.01E-08,-5.96E-09,-1.12E-08,-8.09E-09,-6.96E-09,-4.81E-09,-5.91E-09,-7.21E-09
KATNB1,-7.04E-09,-1.84E-08,-1.15E-08,-7.43E-09,-1.22E-09,-9.45E-09,-3.04E-09,3.75E-09,9.94E-09,-1.64E-08,-1.07E-08,1.03E-09,-7.235E-09
CREB3,4.53E-09,-8.07E-09,-9.61E-09,-1.69E-08,-9.79E-09,1.24E-10,-6.44E-09,-2.37E-08,1.76E-09,-2.20E-08,6.02E-09,7.74E-10,-7.255E-09
FAM173B,-3.35E-08,-7.95E-09,-5.56E-09,-2.69E-08,5.24E-08,2.50E-08,-2.73E-08,-4.11E-08,-6.56E-09,-2.58E-08,1.65E-08,2.03E-09,-7.255E-09
NECAP1,-1.01E-08,-6.37E-09,-7.63E-09,-5.61E-09,-6.66E-09,-6.87E-09,-8.95E-09,-9.55E-09,-1.05E-08,-6.40E-09,-1.16E-08,-4.79E-09,-7.25E-09
IPPK,-1.40E-08,4.14E-08,-3.76E-10,-2.20E-09,-2.80E-08,-4.25E-08,-5.53E-09,-7.59E-08,2.77E-09,1.54E-08,-9.45E-08,-9.20E-09,-7.365E-09
TAF6,1.25E-08,-1.42E-08,-1.11E-08,-2.14E-08,9.78E-10,-6.34E-09,2.54E-08,1.70E-08,-8.49E-09,2.24E-08,-1.36E-08,-9.01E-09,-7.415E-09
CFAP20,-1.69E-08,2.34E-09,-9.83E-09,1.14E-08,-7.11E-09,-1.28E-08,-1.92E-08,-7.71E-09,5.94E-09,-2.31E-08,3.49E-09,3.84E-09,-7.41E-09
SLC39A9,-2.36E-08,-5.22E-08,-3.60E-09,-1.86E-08,-1.97E-08,-6.26E-09,-1.63E-08,9.29E-09,1.22E-07,5.31E-08,-8.55E-09,4.27E-08,-7.405E-09
CFHR1,5.34E-09,-1.40E-08,-3.03E-08,-3.16E-08,-2.26E-08,-2.67E-08,-4.40E-08,2.47E-08,-8.35E-10,2.90E-08,2.79E-08,2.10E-09,-7.4175E-09
VMN1R42,-3.28E-08,-4.01E-08,1.80E-08,-1.30E-07,1.86E-07,-1.21E-07,2.49E-07,6.31E-08,3.04E-07,-1.74E-07,2.07E-07,-1.79E-07,-7.4E-09
PLD3,2.46E-09,-3.47E-09,-8.84E-09,-1.18E-08,-5.83E-09,-1.45E-08,-1.68E-08,-9.10E-09,-4.20E-09,-5.69E-09,-1.56E-08,-6.08E-09,-7.46E-09
CHFR,-1.40E-08,2.12E-08,1.30E-08,4.71E-08,-4.49E-08,-9.04E-08,-5.35E-08,-3.51E-08,3.07E-08,-8.02E-08,-8.77E-10,1.95E-08,-7.4385E-09
B4GALT4,-6.76E-08,1.78E-08,-2.55E-08,-1.54E-08,1.44E-08,2.70E-09,-2.22E-08,-3.85E-09,-1.76E-08,4.16E-08,-3.81E-09,-1.11E-08,-7.475E-09
ASB6,1.40E-07,-2.74E-08,-4.81E-09,7.03E-08,-1.88E-07,-5.76E-08,-1.49E-07,4.66E-08,1.29E-07,-8.97E-08,-1.01E-08,1.36E-08,-7.455E-09
CEBPZOS,-1.38E-08,-1.65E-08,-1.64E-08,-1.29E-08,-5.14E-09,-4.60E-09,-6.91E-09,-8.09E-09,6.91E-10,-2.27E-08,6.48E-09,2.86E-09,-7.5E-09
SRD5A3,-2.17E-09,1.16E-07,7.14E-08,5.74E-08,-1.29E-08,-6.53E-08,-7.63E-08,-1.57E-07,6.16E-08,-1.53E-07,3.67E-08,-1.43E-08,-7.535E-09
SRSF7,-5.18E-08,-3.77E-08,-2.51E-08,-1.67E-08,8.73E-09,1.69E-09,1.11E-08,1.02E-08,-1.89E-08,-2.50E-08,5.37E-09,1.97E-08,-7.505E-09
TLCD1,-6.82E-08,-2.38E-07,-1.49E-07,-2.44E-07,1.24E-07,2.09E-07,-9.68E-09,3.07E-10,-5.36E-09,6.57E-08,2.29E-08,-2.45E-07,-7.52E-09
ENY2,-1.45E-08,4.81E-08,1.49E-08,1.74E-08,1.54E-09,-3.71E-08,-3.76E-08,-1.52E-08,-6.38E-10,1.13E-08,-4.09E-08,-1.81E-08,-7.569E-09
DDI1,-1.35E-08,5.06E-09,5.61E-10,-1.92E-08,-5.49E-08,-1.99E-08,3.14E-08,-6.18E-09,-1.99E-08,2.72E-09,-9.01E-09,1.13E-08,-7.595E-09
CTSS,1.94E-08,-9.83E-10,-1.13E-08,-8.41E-09,8.49E-09,-1.64E-08,-1.40E-08,-1.55E-08,4.35E-08,4.61E-08,-2.42E-08,-6.81E-09,-7.61E-09
KLF10,-4.05E-07,-4.34E-07,-2.36E-07,-1.44E-07,1.49E-08,2.15E-07,2.21E-07,4.08E-07,-3.01E-08,-5.67E-07,1.76E-07,2.01E-07,-7.6E-09
MARS,1.56E-08,-2.80E-08,-2.97E-08,-2.72E-08,-5.97E-09,-2.24E-08,-5.59E-10,-9.27E-09,1.57E-09,-3.60E-08,9.91E-09,8.47E-09,-7.62E-09
OGG1,-1.02E-08,-5.29E-08,5.63E-08,-6.95E-08,8.48E-09,-7.68E-08,1.62E-08,-1.82E-09,1.37E-08,-1.83E-08,-1.20E-08,-5.17E-09,-7.685E-09
FAM192A,1.99E-09,4.48E-08,3.90E-08,1.43E-08,-1.73E-08,-4.04E-08,-4.08E-08,-7.15E-08,3.88E-08,2.56E-08,-1.80E-08,-2.38E-08,-7.655E-09
IDH1,-1.52E-08,-7.34E-09,-5.69E-09,-1.13E-08,-4.39E-09,-1.01E-08,-7.18E-09,-1.06E-08,-1.90E-08,-5.61E-09,-8.02E-09,-3.84E-09,-7.68E-09
TMEM186,-4.72E-09,1.51E-08,-1.14E-08,-7.07E-09,1.22E-09,-5.66E-09,-3.39E-08,-1.91E-08,8.00E-09,-8.32E-09,-4.16E-08,-1.04E-08,-7.695E-09
N4BP2L2,-3.73E-08,7.18E-09,9.14E-08,2.08E-07,-2.27E-08,-3.06E-07,-1.85E-07,4.03E-08,1.04E-07,-1.12E-07,-6.49E-08,1.69E-07,-7.76E-09
TRP53RKA,-1.11E-08,-1.21E-08,9.10E-09,1.76E-09,-2.82E-08,-2.57E-08,3.95E-09,4.89E-09,-1.47E-08,1.07E-08,-9.78E-09,-5.81E-09,-7.795E-09
NIF3L1,-5.93E-09,-1.30E-08,-8.21E-09,-1.12E-08,5.34E-09,3.38E-09,-2.39E-09,-7.41E-09,-8.48E-09,8.36E-09,-1.13E-08,-1.44E-08,-7.81E-09
COG5,-2.08E-08,-4.38E-09,-4.72E-08,-9.61E-09,-7.66E-09,-6.18E-09,-2.21E-08,-1.66E-08,-1.95E-09,4.29E-08,-7.95E-09,6.50E-10,-7.805E-09
PTRHD1,-9.87E-09,-4.57E-09,6.14E-10,-5.03E-09,-1.87E-08,-1.22E-08,-1.97E-08,-1.57E-08,7.93E-09,-1.93E-08,-1.84E-09,-5.74E-09,-7.805E-09
RABIF,-1.02E-08,-4.41E-09,-9.36E-09,-6.72E-09,-5.46E-10,-4.45E-09,-7.93E-09,-1.56E-08,-9.38E-09,-7.73E-09,-2.23E-09,-1.34E-08,-7.83E-09
CLASP2,-2.20E-08,-1.03E-08,-4.54E-09,-4.08E-09,-7.33E-09,-7.65E-09,-8.07E-09,9.84E-09,-2.10E-08,-1.27E-08,-8.91E-09,2.52E-08,-7.86E-09
WSB1,-1.22E-08,3.27E-08,2.88E-08,2.55E-08,-1.08E-08,-2.30E-08,-1.28E-08,-2.76E-08,6.81E-08,-4.02E-10,-1.98E-08,-4.88E-09,-7.84E-09
ATPAF2,3.76E-08,-3.40E-08,4.53E-08,-2.45E-07,1.58E-07,-1.21E-07,-1.75E-07,-2.64E-07,1.03E-07,-3.26E-07,1.83E-07,1.82E-08,-7.9E-09
MLLT11,-1.82E-08,-1.71E-08,-9.44E-09,-1.03E-08,-7.50E-09,-7.17E-09,-8.29E-09,-5.59E-09,-7.52E-10,-1.85E-08,1.84E-09,2.17E-09,-7.895E-09
SMIM19,-4.37E-08,7.77E-09,-1.26E-08,3.72E-11,3.91E-08,-3.14E-09,-3.61E-08,-5.32E-08,-3.86E-08,-2.21E-08,2.72E-08,1.74E-08,-7.87E-09
MS4A2,-1.29E-06,1.76E-06,-2.23E-06,8.54E-07,4.48E-06,-9.10E-08,-1.92E-06,-1.66E-06,1.10E-06,-8.86E-07,4.70E-06,7.52E-08,-7.9E-09
MRPL49,-4.83E-08,-2.39E-08,1.17E-08,-2.96E-08,-8.67E-10,-2.97E-08,-1.50E-08,1.20E-09,2.13E-09,-4.60E-08,1.38E-08,8.50E-09,-7.9335E-09
ATRIP,3.59E-10,-3.50E-09,-1.12E-08,3.54E-09,-9.50E-09,3.16E-09,-1.34E-08,-2.63E-08,-1.80E-08,-6.35E-09,-2.75E-08,4.91E-09,-7.925E-09
POLR3B,4.56E-07,6.20E-07,-1.42E-07,3.32E-07,6.95E-08,-8.54E-08,-3.11E-07,-1.02E-07,1.85E-07,-3.33E-07,-5.88E-07,4.91E-07,-7.95E-09
UBA6,-4.27E-09,-3.88E-08,-4.34E-08,-2.15E-08,-1.16E-08,-6.78E-10,-3.09E-09,3.35E-09,-1.79E-08,-2.72E-08,-3.02E-09,1.66E-08,-7.935E-09
ZFP821,-1.65E-07,6.29E-08,7.28E-08,1.77E-07,-1.83E-07,-2.88E-07,-1.36E-07,-1.37E-08,-1.14E-08,4.98E-08,8.06E-09,-4.52E-09,-7.96E-09
SENP6,-2.69E-08,-5.64E-08,-1.06E-08,1.71E-09,5.26E-08,-2.26E-08,-4.77E-09,1.70E-09,-1.91E-08,-2.17E-08,-5.31E-09,9.40E-08,-7.955E-09
RMDN3,-8.88E-09,-1.89E-08,-2.16E-08,-2.64E-08,5.47E-09,-8.03E-10,-1.81E-09,-7.07E-09,-1.66E-08,-1.13E-08,1.35E-08,-7.21E-10,-7.975E-09
ORMDL1,-1.60E-08,3.03E-09,-3.79E-09,-1.11E-08,-3.53E-09,-1.52E-08,4.77E-09,-8.61E-08,-4.92E-08,-4.87E-09,2.04E-08,-1.12E-07,-7.985E-09
RACGAP1,-2.76E-08,1.65E-08,2.29E-08,2.43E-08,-9.86E-09,-1.55E-08,-6.87E-09,-9.11E-09,-2.95E-09,8.84E-09,-1.94E-08,-1.31E-08,-7.99E-09
EXD2,-3.36E-09,-1.18E-08,-4.32E-08,-3.80E-08,-6.05E-08,8.41E-08,1.81E-08,-6.50E-08,6.98E-08,-5.51E-08,4.00E-08,-4.18E-09,-7.99E-09
NAA20,3.72E-08,-7.73E-09,-6.21E-08,-4.33E-08,3.27E-08,-6.79E-09,-8.34E-09,-3.71E-08,-5.62E-08,-1.55E-08,8.50E-09,-4.00E-09,-8.035E-09
DOHH,2.31E-09,-7.34E-09,-8.77E-09,-1.32E-08,-4.76E-09,-1.36E-08,-3.60E-09,-1.65E-08,-6.56E-09,4.23E-09,-9.91E-09,-1.02E-08,-8.055E-09
MAPK3,-2.71E-09,-3.46E-08,-2.50E-08,-4.31E-08,8.77E-09,-1.34E-08,8.68E-09,8.44E-09,-3.30E-08,-2.72E-08,6.67E-09,1.96E-08,-8.055E-09
WARS,2.94E-09,-1.71E-08,-3.55E-08,-3.86E-08,8.03E-09,-3.94E-08,-1.65E-09,4.94E-09,-3.14E-09,-1.30E-08,-2.01E-08,-3.09E-09,-8.07E-09
EIF2B2,6.52E-08,-6.10E-08,-4.78E-08,-5.55E-08,3.46E-08,2.56E-08,-7.39E-09,-3.87E-08,-8.63E-09,-6.25E-08,2.48E-08,-7.61E-09,-8.12E-09
HARBI1,-2.08E-08,-4.26E-08,4.31E-08,-1.03E-08,-4.71E-08,1.15E-08,3.56E-09,-2.13E-08,-5.97E-09,7.47E-09,1.20E-08,-5.68E-08,-8.135E-09
DDX19B,-6.96E-09,2.95E-09,-1.18E-08,-1.96E-09,-1.54E-09,-6.73E-09,-1.70E-08,-1.55E-08,-9.33E-09,6.57E-09,-1.15E-08,-1.51E-08,-8.145E-09
STK16,-2.13E-08,-3.04E-08,-2.66E-08,-2.27E-08,1.83E-08,-8.58E-09,2.25E-09,4.38E-09,-6.55E-10,-5.06E-09,-7.73E-09,-1.11E-08,-8.155E-09
ZYG11B,-1.25E-08,-1.08E-08,-7.01E-09,-1.09E-08,-9.30E-09,-3.36E-10,-1.70E-08,-3.75E-09,2.02E-09,-2.37E-08,3.36E-09,4.06E-09,-8.155E-09
